episode,raw_return
0,760.0000
1,760.0000
2,2840.0000
3,1840.0000
4,2340.0000
5,1320.0000
6,2840.0000
7,1330.0000
8,760.0000
9,1840.0000
10,760.0000
11,760.0000
12,1320.0000
13,1330.0000
14,1840.0000
15,1320.0000
16,1330.0000
17,2340.0000
18,1320.0000
19,1330.0000
20,1840.0000
21,760.0000
22,1320.0000
23,2840.0000
24,1840.0000
25,760.0000
26,760.0000
27,2840.0000
28,1300.0000
29,760.0000
